"lang"
{
	"Language"		"vietnamese"
	"Tokens"
	{
		"DAC_ItemType_Barricade_Skin"		"Diện mạo Rào Chắn"
		"DAC_Underlord_Talent_JullTalent04_desc"		"Các đơn vị đồng minh giao chiến phía bên phải của Jull nhận máu thưởng bằng {s:hp_bonus}% máu của Jull suốt trận chiến."
		"DAC_Underlord_Talent_JullTalent05"		"Tiềm năng Jull 5"
		"DAC_Underlord_Talent_JullTalent05_desc"		"Tiềm năng Jull 5 (mô tả)"
		"DAC_Underlord_Talent_JullTalent06"		"Ta và các chàng trai"
		"DAC_Underlord_Talent_JullTalent06_desc"		"Bất kỳ đồng minh ngay bên phải hoặc trái của Jull tấn công cùng kẻ địch với Jull."
		"DAC_Underlord_Talent_JullTalent07"		"1-2-3 Dzô"
		"DAC_Underlord_Talent_JullTalent07_desc"		"Jull có thêm {s:damage_reduction_pct}% giảm sát thương trong {s:buff_duration} giây. Đồng minh lân cận được hồi {s:heal_pct}% sát thương nhận phải bởi Jull suốt thời gian này."
		"DAC_Underlord_Talent_JullTalent08"		"Cước Vòng Cầu"
		"DAC_Underlord_Talent_JullTalent08_desc"		"Jull có {s:damage_reduction_pct}% giảm sát thương, {s:attack_speed} tốc độ đánh và {s:life_steal_pct}% hút máu trong {s:buff_duration} giây."
		"DAC_Underlord_Talent_JullTalent09"		"Nhầy Biển"
		"DAC_Underlord_Talent_JullTalent09_desc"		"Kẻ địch bị ảnh hưởng sẽ đánh trượt {s:num_attacks} đòn tiếp theo."
		"DAC_Underlord_Talent_JullTalent10"		"Giận Hờn Cách Xa"
		"DAC_Underlord_Talent_JullTalent10_desc"		"Đồng thời phản luôn cả đòn đánh tầm xa"
		"DAC_Underlord_Talent_JullTalent11"		"Đáng một ly"
		"DAC_Underlord_Talent_JullTalent11_desc"		"Kẻ địch bị ảnh hưởng bị xóa bỏ bùa lợi của chúng. Liên minh trong khu vực ảnh hưởng được hóa giải bùa hại."
		"DAC_Underlord_Talent_JullTalent12"		"Lưới Trời Lồng Lộng"
		"DAC_Underlord_Talent_JullTalent12_desc"		"Tăng khoảng cách lên {s:cell_count} ô."
		"DAC_Underlord_Talent_JullTalent13"		"Khi Tình Thế Gay Go"
		"DAC_Underlord_Talent_JullTalent13_desc"		"Jull được hồi {s:heal_per_enemy} máu với mỗi kẻ địch bị ảnh hưởng."
		"DAC_Underlord_Talent_JullTalent14"		"Nắm Đấm Có Gai"
		"DAC_Underlord_Talent_JullTalent14_desc"		"Quân địch trên đường đi sẽ nhận {s:push_damage} sát thương"
		"DAC_Underlord_Talent_JullTalent15"		"Đi Trong Một Nốt Nhạc"
		"DAC_Underlord_Talent_JullTalent15_desc"		"Jull có thêm {s:hype_per_enemy} Nộ với mỗi kẻ địch bị ảnh hưởng bởi Punchtron"
		"DAC_Underlord_Talent_JullTalent16"		"Mời ngồi"
		"DAC_Underlord_Talent_JullTalent16_desc"		"Đơn vị bị đấm choáng trong {s:stun_duration} giây và thêm {s:additional_stun_duration} giây nữa nếu bị đẩy đến rìa bàn đấu."
		"DAC_Underlord_Talent_JullTalent17"		"Thùng Rượu Tươi Vui"
		"DAC_Underlord_Talent_JullTalent17_desc"		"Jull gọi các thùng gỗ lăn vào từ rìa bàn đấu. Nếu trúng đồng minh, sẽ có thêm {s:attack_speed_buff_pct} tốc độ tấn công. Nếu trúng địch, gây thêm {s:damage_taken_debuff_pct}% sát thương phép và sát thương vật lý cho đến hết hiệp."
		"DAC_Underlord_Talent_JullTalent18"		"Giờ Vui Vẻ"
		"DAC_Underlord_Talent_JullTalent18_desc"		"Jull bao tất cả các thành viên trong đội của bạn một chầu. Chúng chỉ nhận {s:damage_distributed_pct}% sát thương ngay lập tức, phần còn lại sẽ nhận trong vòng {s:damage_distributed_duration} giây."
		"DAC_Underlord_Talent_JullTalent19"		"Tiềm năng Jull 19"
		"DAC_Underlord_Talent_JullTalent19_desc"		"Tiềm năng Jull 19 (mô tả)"
		"DAC_Underlord_Talent_JullTalent20"		"Tiềm năng Jull 20"
		"DAC_Underlord_Talent_JullTalent20_desc"		"Tiềm năng Jull 20 (mô tả)"
		"DAC_Underlord_Talent_JullTalent21"		"Lửa Giận Chiến Đấu"
		"DAC_Underlord_Talent_JullTalent21_desc"		"Sát thương của đơn vị đồng minh được tăng {s:damage_increase_pct}% khi họ đang nhận sát thương."
		"DAC_Underlord_Talent_JullTalent22"		"Mặc nó đi"
		"DAC_Underlord_Talent_JullTalent22_desc"		"Chặn 50% sát thương theo thời gian của sát thương nhận."
		"DAC_Underlord_Talent_MeltingPoint"		"Điểm Nung Chảy"
		"DAC_Underlord_Talent_MeltingPoint_desc"		"Đơn vị dính lửa mất {s:armor_loss_per_second} giáp mỗi giây cho đến khi lửa bị dập tắt."
		"DAC_Underlord_Talent_Pain Again"		"Đồng Cảm Nỗi Đau"
		"DAC_Underlord_Talent_Pain Again_desc"		"Đớn Đau giờ ảnh hưởng {s:target_count} kẻ địch."
		"DAC_Underlord_Talent_PrecisionStrikes"		"Nguy Hiểm Cận Kề"
		"DAC_Underlord_Talent_PrecisionStrikes_desc"		"Bom chỉ rớt vào nửa bàn đấu phía bên địch."
		"DAC_Underlord_Talent_SmallWound_desc"		"Anessix không còn tốn máu khi dùng Hiến Máu."
		"DAC_Underlord_Talent_SweetTalkSweetTalk_desc"		"Anessix nhận +{s:hype_pct}% khả năng tạo Nộ khi có hiệu ứng Hiến Máu."
		"DAC_Underlord_Talent_YourPainIsMyGain"		"Truyền Máu"
		"DAC_Underlord_Talent_YourPainIsMyGain_desc"		"Anessix và đệ tử được hồi máu tương đương với sát thương gây ra bởi Đớn Đau."
		"DAC_WearableType_Default"		"Loại trang bị không xác định"
		"DOTA_Item_Beastmaster_lvl1"		"Thú Vương cấp 1"
		"DOTA_Item_Beastmaster_lvl2"		"Thú Vương cấp 2"
		"DOTA_Item_Beastmaster_lvl3"		"Thú Vương cấp 3"
		"DOTA_Item_Bounty_Hunter_lvl1"		"Thợ Săn Tiền Thưởng cấp 1"
		"DOTA_Item_Bristlebacks_Ambient_Effects"		"Hiệu ứng nền của Lưng Gai"
		"DOTA_Item_Broodmother_lvl1"		"Nhện Mẹ cấp 1"
		"DOTA_Item_Broodmother_lvl2"		"Nhện Mẹ cấp 2"
		"DOTA_Item_Broodmother_lvl3"		"Nhện Mẹ cấp 3"
		"DOTA_Item_Chaos_Knight_lvl1"		"Hỗn Nguyên Kỵ Sĩ cấp 1"
		"DOTA_Item_Chaos_Knight_lvl2"		"Hỗn Nguyên Kỵ Sĩ cấp 2"
		"DOTA_Item_Chaos_Knight_lvl3"		"Hỗn Nguyên Kỵ Sĩ cấp 3"
		"DOTA_Item_Death_Prophets_Ambient_Effects"		"Hiệu ứng nền của Tiên Tri Báo Tử"
		"DOTA_Item_Death_Prophets_Corset"		"Áo nịt ngực của Tiên Tri Báo Tử"
		"DOTA_Item_Death_Prophets_Death_Spirits"		"Hồn ma của Tiên Tri Báo Tử"
		"DOTA_Item_Death_Prophets_Dress"		"Váy của Tiên Tri Báo Tử"
		"DOTA_Item_Death_Prophets_Hair"		"Tóc của Tiên Tri Báo Tử"
		"DOTA_Item_Death_Prophets_Head"		"Đầu của Tiên Tri Báo Tử"
		"DOTA_Item_Death_Prophets_Miscellaneous"		"Phụ kiện của Tiên Tri Báo Tử"
		"DOTA_Item_Death_Prophets_Scarf"		"Khăn quàng của Tiên Tri Báo Tử"
		"DOTA_Item_Desc_Copy_of_Broodmother_lvl1"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Copy_of_Broodmother_lvl2"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Copy_of_Broodmothers_Head"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Copy_of_Faceless_Void_lvl1"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Copy_of_Faceless_Void_lvl2"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Copy_of_Faceless_Voids_Bracer"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Copy_of_Legion_Commander_lvl1"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Copy_of_Legion_Commander_lvl2"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Copy_of_Legion_Commanders_Sword"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Copy_of_Weaver_lvl1"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Copy_of_Weaver_lvl2"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Copy_of_Weavers_Antennae"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Copy_of_Wraith_Kings_Shoulder"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Death_Prophets_Corset"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Death_Prophets_Death_Spirits"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Death_Prophets_Dress"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Death_Prophets_Hair"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Death_Prophets_Head"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Death_Prophets_Miscellaneous"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Death_Prophets_Scarf"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Meepos_Backpack"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Meepos_Bracers"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Meepos_Hood"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Meepos_Shoulderpads"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Meepos_Tail"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Meepos_Weapon"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Nightstalkers_Armor"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Nightstalkers_Tail"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Nightstalkers_Wings"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Rubicks_Cape"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Rubicks_Head"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Rubicks_Shoulder_Armor"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Rubicks_Staff"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Spectres_Dress"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Spectres_Head"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Spectres_Miscellaneous"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Spectres_Shoulders"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Spectres_weapon"		"Vũ khí mặc định của Ám Ma"
		"DOTA_Item_Desc_Spirit_Breakers_Bracers"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Spirit_Breakers_Head"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Spirit_Breakers_Horns"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Spirit_Breakers_Lower_Armor"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Spirit_Breakers_Mace"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Spirit_Breakers_Shoulder_Armor"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Spirit_Breakers_Tail"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Vengeful_Hair"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Vengeful_Lower_Body"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Vengeful_Spirit_Shoulders_and_Arms"		"vật phẩm mặc định"
		"DOTA_Item_Desc_Vengeful_Spirit_Weapon"		"vật phẩm mặc định"
		"DOTA_Item_Disruptor_lvl1"		"Nghệ Nhân Bão Tố cấp 1"
		"DOTA_Item_Disruptor_lvl2"		"Nghệ Nhân Bão Tố cấp 2"
		"DOTA_Item_Disruptor_lvl3"		"Nghệ Nhân Bão Tố cấp 3"
		"DOTA_Item_Enigma_lvl1"		"Thực Thể Bí Ẩn cấp 1"
		"DOTA_Item_Enigma_lvl2"		"Thực Thể Bí Ẩn cấp 2"
		"DOTA_Item_Enigma_lvl3"		"Thực Thể Bí Ẩn cấp 3"
		"DOTA_Item_Faceless_Void_lvl1"		"Hư Không Vô Diện cấp 1"
		"DOTA_Item_Faceless_Void_lvl2"		"Hư Không Vô Diện cấp 2"
		"DOTA_Item_Faceless_Void_lvl3"		"Hư Không Vô Diện cấp 3"
		"DOTA_Item_Juggernaut_lvl1"		"Kiếm Vương cấp 1"
		"DOTA_Item_Juggernaut_lvl2"		"Kiếm Vương cấp 2"
		"DOTA_Item_Juggernaut_lvl3"		"Kiếm Vương cấp 3"
		"DOTA_Item_Keeper_of_the_Light_lvl1"		"Thủ Vệ Ánh Sáng cấp 1"
		"DOTA_Item_Keeper_of_the_Light_lvl2"		"Thủ Vệ Ánh Sáng cấp 2"
		"DOTA_Item_Keeper_of_the_Light_lvl3"		"Thủ Vệ Ánh Sáng cấp 3"
		"DOTA_Item_Legion_Commander_lvl1"		"Chỉ Huy Quân Đoàn cấp 1"
		"DOTA_Item_Legion_Commander_lvl2"		"Chỉ Huy Quân Đoàn cấp 2"
		"DOTA_Item_Legion_Commander_lvl3"		"Chỉ Huy Quân Đoàn cấp 3"
		"DOTA_Item_Lich_lvl1"		"Lich cấp 1"
		"DOTA_Item_Lich_lvl2"		"Lich cấp 2"
		"DOTA_Item_Lich_lvl3"		"Lich cấp 3"
		"DOTA_Item_Lycans_Shapeshift_lvl1"		"Ma Sói Biến Hình cấp 1"
		"DOTA_Item_Lycans_Shapeshift_lvl2"		"Ma Sói Biến Hình cấp 2"
		"DOTA_Item_Lycans_Shapeshift_lvl3"		"Ma Sói Biến Hình cấp 3"
		"DOTA_Item_Lycans_Wolves_lvl1"		"Sói cấp 1 của Ma Sói"
		"DOTA_Item_Lycans_Wolves_lvl2"		"Sói cấp 2 của Ma Sói"
		"DOTA_Item_Lycans_Wolves_lvl3"		"Sói cấp 3 của Ma Sói"
		"DOTA_Item_Meepos_Backpack"		"Ba lô của Meepo"
		"DOTA_Item_Meepos_Bracers"		"Bao tay của Meepo"
		"DOTA_Item_Meepos_Hood"		"Mũ trùm đầu của Meepo"
		"DOTA_Item_Meepos_Shoulderpads"		"Đệm lót vai của Meepo"
		"DOTA_Item_Meepos_Tail"		"Đuôi của Meepo"
		"DOTA_Item_Meepos_Weapon"		"Vũ khí của Meepo"
		"DOTA_Item_Morphling_lvl1"		"Dị Thể cấp 1"
		"DOTA_Item_Morphling_lvl2"		"Dị Thể cấp 2"
		"DOTA_Item_Morphling_lvl3"		"Dị Thể cấp 3"
		"DOTA_Item_Necrophos_lvl1"		"Sứ Giả Bệnh Dịch cấp 1"
		"DOTA_Item_Necrophos_lvl2"		"Sứ Giả Bệnh Dịch cấp 2"
		"DOTA_Item_Necrophos_lvl3"		"Sứ Giả Bệnh Dịch cấp 3"
		"DOTA_Item_Nightstalkers_Armor"		"Giáp của Kẻ Săn Đêm"
		"DOTA_Item_Nightstalkers_Tail"		"Đuôi của Kẻ Săn Đêm"
		"DOTA_Item_Nightstalkers_Wings"		"Cánh của Kẻ Săn Đêm"
		"DOTA_Item_Ogre_Magi_lvl1"		"Ogre Pháp Sư cấp 1"
		"DOTA_Item_Ogre_Magi_lvl2"		"Ogre Pháp Sư cấp 2"
		"DOTA_Item_Ogre_Magi_lvl3"		"Ogre Pháp Sư cấp 3"
		"DOTA_Item_Pudge_lvl1"		"Đồ Tể Pudge cấp 1"
		"DOTA_Item_Pudge_lvl2"		"Đồ Tể Pudge cấp 2"
		"DOTA_Item_Pudge_lvl3"		"Đồ Tể Pudge cấp 3"
		"DOTA_Item_Rubicks_Ambient_Effects"		"Hiệu ứng nền của Rubick"
		"DOTA_Item_Rubicks_Cape"		"Áo choàng của Rubick"
		"DOTA_Item_Rubicks_Head"		"Đầu của Rubick"
		"DOTA_Item_Rubicks_Shoulder_Armor"		"Giáp vai của Rubick"
		"DOTA_Item_Rubicks_Staff"		"Gậy của Rubick"
		"DOTA_Item_Shadow_Demons_Ambient_Effects"		"Hiệu ứng nền của Tà Quỷ"
		"DOTA_Item_Shadow_Fiend_lvl1"		"Ác Ma Bóng Tối cấp 1"
		"DOTA_Item_Shadow_Fiend_lvl2"		"Ác Ma Bóng Tối cấp 2"
		"DOTA_Item_Shadow_Fiend_lvl3"		"Ác Ma Bóng Tối cấp 3"
		"DOTA_Item_Skeleton_Kings_Ambient"		"Hiệu ứng nền của Oán Linh Vương"
		"DOTA_Item_Slardar_lvl1"		"Hộ Vệ Biển Sâu cấp 1"
		"DOTA_Item_Slardar_lvl2"		"Hộ Vệ Biển Sâu cấp 2"
		"DOTA_Item_Slardar_lvl3"		"Hộ Vệ Biển Sâu cấp 3"
		"DOTA_Item_Slark_lvl1"		"Slark cấp 1"
		"DOTA_Item_Slark_lvl2"		"Slark cấp 2"
		"DOTA_Item_Slark_lvl3"		"Slark cấp 3"
		"DOTA_Item_Sniper_lvl1"		"Xạ Thủ cấp 1"
		"DOTA_Item_Sniper_lvl2"		"Xạ Thủ cấp 2"
		"DOTA_Item_Sniper_lvl3"		"Xạ Thủ cấp 3"
		"DOTA_Item_Spectres_Ambient_Effects"		"Hiệu ứng nền của Ám Ma"
		"DOTA_Item_Spectres_Dress"		"Váy của Ám Ma"
		"DOTA_Item_Spectres_Head"		"Đầu của Ám Ma"
		"DOTA_Item_Spectres_Miscellaneous"		"Phụ kiện của Ám Ma"
		"DOTA_Item_Spectres_Shoulders"		"Vai của Ám Ma"
		"DOTA_Item_Spectres_weapon"		"Vũ khí của Ám Ma"
		"DOTA_Item_Spirit_Breakers_Belt"		"Đai lưng của Spirit Breaker"
		"DOTA_Item_Spirit_Breakers_Bracers"		"Giáp tay của Spirit Breaker"
		"DOTA_Item_Spirit_Breakers_Head"		"Đầu của Spirit Breaker"
		"DOTA_Item_Spirit_Breakers_Horns"		"Sừng của Spirit Breaker"
		"DOTA_Item_Spirit_Breakers_Mace"		"Chùy của Spirit Breaker"
		"DOTA_Item_Spirit_Breakers_Shoulder_Armor"		"Giáp vai của Spirit Breaker"
		"DOTA_Item_Spirit_Breakers_Tail"		"Đuôi của Spirit Breaker"
		"DOTA_Item_Techies_lvl1"		"Đội Bộc Phá cấp 1"
		"DOTA_Item_Techies_lvl2"		"Đội Bộc Phá cấp 2"
		"DOTA_Item_Techies_lvl3"		"Đội Bộc Phá cấp 3"
		"DOTA_Item_Terrorblade_lvl1"		"Thảo Khấu Quỷ cấp 1"
		"DOTA_Item_Terrorblade_lvl2"		"Thảo Khấu Quỷ cấp 2"
		"DOTA_Item_Terrorblade_lvl3"		"Thảo Khấu Quỷ cấp 3"
		"DOTA_Item_Terrorblades_Demon_Form_lvl1"		"Quỷ hình cấp 1 của Thảo Khấu Quỷ"
		"DOTA_Item_Terrorblades_Demon_Form_lvl2"		"Quỷ hình cấp 2 của Thảo Khấu Quỷ"
		"DOTA_Item_Terrorblades_Demon_Form_lvl3"		"Quỷ hình cấp 3 của Thảo Khấu Quỷ"
		"DOTA_Item_Troll_Warlord_lvl1"		"Cự Ma Chiến Tướng cấp 1"
		"DOTA_Item_Vengeful_Spirits_Ambient_Effects"		"Hiệu ứng nền của Linh Hồn Thù Hận"
		"DOTA_Item_Vengeful_Spirits_Hair"		"Tóc của Linh Hồn Thù Hận"
		"DOTA_Item_Vengeful_Spirits_Legs"		"Chân của Linh Hồn Thù Hận"
		"DOTA_Item_Vengeful_Spirits_Upper_Armor"		"Giáp trên của Linh Hồn Thù Hận"
		"DOTA_Item_Vengeful_Spirits_Weapon"		"Vũ khí của Linh Hồn Thù Hận"
		"DOTA_Item_Viper_lvl1"		"Âm Giới Á Long cấp 1"
		"DOTA_Item_Viper_lvl2"		"Âm Giới Á Long cấp 2"
		"DOTA_Item_Viper_lvl3"		"Âm Giới Á Long cấp 3"
		"DOTA_Item_Warlock_lvl1"		"Ma Đạo Sư cấp 1"
		"DOTA_Item_Warlock_lvl2"		"Ma Đạo Sư cấp 2"
		"DOTA_Item_Warlock_lvl3"		"Ma Đạo Sư cấp 3"
		"DOTA_Item_Weaver_lvl1"		"Dệt Vận cấp 1"
		"DOTA_Item_Weaver_lvl2"		"Dệt Vận cấp 2"
		"DOTA_Item_Weaver_lvl3"		"Dệt Vận cấp 3"
		"DOTA_Item_Witch_Doctor_lvl1"		"Thầy Mo cấp 1"
		"DOTA_Item_Wraith_King_lvl1"		"Oán Linh Vương cấp 1"
		"Dota_WearableType_Armor"		"Giáp"
		"Dota_WearableType_Arms"		"Tay"
		"Dota_WearableType_Back"		"Lưng"
		"Dota_WearableType_Base"		"Cơ bản"
		"Dota_WearableType_Belt"		"Đai lưng"
		"Dota_WearableType_Body_Head"		"Body Head"
		"Dota_WearableType_Bracer"		"Bao tay"
		"Dota_WearableType_Head"		"Đầu"
		"Dota_WearableType_Legs"		"Chân"
		"Dota_WearableType_Misc"		"Phụ kiện"
		"Dota_WearableType_Shoulder"		"Vai"
		"Dota_WearableType_Shoulders"		"Vai"
		"Dota_WearableType_Sword"		"Kiếm"
		"Dota_WearableType_Tail"		"Đuôi"
		"Dota_WearableType_Unnamed_New_Item"		"Vật phẩm mới"
		"Dota_WearableType_Unspecified_Wearable_Type"		"Loại trang bị không xác định"
	}
}
